uuid,votes_correct,unanimous,majority_correct,confidence_mean,confidence_std,confidence_min,confidence_max
c97414f4-f4a4-43fb-e46e-d7c223390500,3,True,True,1.0,0.0,1.0,1.0
b0762c09-6f6e-4b64-593c-cea11f79e7d6,0,True,False,1.0,0.0,1.0,1.0
e0b4a7ac-6b01-4c5a-7273-bfe5448c2ff8,0,True,False,0.9,0.0,0.9,0.9
8c7a623d-b3b9-4338-81dd-c637e41df43d,0,True,False,1.0,0.0,1.0,1.0
50ecbb8b-4573-4486-b84c-1d1d29f0c569,0,True,False,1.0,0.0,1.0,1.0
bf2d8948-6145-4ab2-1422-fc98545a6e8b,0,True,False,0.9,0.0,0.9,0.9
8487fb59-9a3d-4fd1-a1ef-a4d9e76f62b4,3,True,True,0.9333333333333332,0.04714045207910316,0.9,1.0
b0af4e2d-0e4a-40b5-0549-5e1cb6805ee7,3,True,True,0.9433333333333334,0.0329983164553722,0.9,0.98
a7430147-55a5-48c5-c6bb-c5832d60de52,3,True,True,0.9266666666666666,0.03771236166328251,0.9,0.98
532a083c-df8d-4d4e-46fb-418c3b07ed09,0,True,False,0.9,0.0,0.9,0.9
54d6760d-277d-4b1b-0df8-b48363d1459e,0,True,False,0.9,0.0,0.9,0.9
e921154c-c9da-48c1-b860-b84b9e5801dd,0,True,False,0.9,0.0,0.9,0.9
640d0432-8815-4dd0-709d-0cf99a3127d6,0,True,False,0.9,0.0,0.9,0.9
d74fb13d-5a8f-4643-49f6-c7025474eb3e,3,True,True,0.9,0.0,0.9,0.9
cd2c3e02-1eef-45fd-8ca5-a06f8e8bfcb8,3,True,True,0.9,0.0,0.9,0.9
48be6214-fef2-4954-b3f7-1be0ad7ba573,0,True,False,0.9,0.0,0.9,0.9
ab99cd2f-e269-4e62-cf36-e5930800cec1,0,True,False,0.8833333333333333,0.023570226039551608,0.85,0.9
fab141e0-273b-4571-e3d3-d3065d5d6ef1,0,True,False,0.9333333333333332,0.04714045207910316,0.9,1.0
51be6c83-1a85-4f95-32a2-ea97673cb036,3,True,True,0.9666666666666667,0.04714045207910316,0.9,1.0
440d2698-46b1-42b5-71ba-82f39341fef2,3,True,True,0.9666666666666667,0.04714045207910316,0.9,1.0
0ffc40bd-dc4a-4f8b-e7a1-c2406467cc41,2,False,True,0.9,0.0,0.9,0.9
75819ba4-e97c-4daa-32a2-860a6be1d35a,3,True,True,0.9333333333333332,0.04714045207910316,0.9,1.0
d9dea199-b3eb-4c71-deb7-94dbd3b6e7ad,0,True,False,0.9,0.0,0.9,0.9
c027d06a-be56-4cee-166a-54e3819f2b2b,2,False,True,0.9,0.0,0.9,0.9
b709d3f3-b28c-41d8-6b85-4b5352df8410,3,True,True,0.9,0.0,0.9,0.9
15f163d3-2449-4f20-5791-cc2ce202c081,3,True,True,0.9666666666666667,0.04714045207910316,0.9,1.0
6e76dc0a-c578-41fc-d9ac-ec1d488461ec,3,True,True,0.9,0.0,0.9,0.9
601f921b-bb2c-4d2a-79d6-d3b719944254,3,True,True,0.9333333333333332,0.04714045207910316,0.9,1.0
c3229d36-4082-47f7-6c74-1dc502bd63b4,0,True,False,0.9,0.0,0.9,0.9
8a2ad350-9025-488d-bf11-87a6990ec6c8,0,True,False,0.9,0.0,0.9,0.9
b3a8a792-737a-4495-4006-1441e143749b,3,True,True,0.9,0.0,0.9,0.9
